"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"Cantando",136,"4meu4kLwTw5PiR43PSU9c9",0.475,0.344,7,0.7879,1,0.0294,0.762,0,0.0697,0.663,0.4859,0.0855,3,0.0783,10,0,0
"Loddy Lo",140,"2CoFxvhk2uGUv2ZpQBtRKq",0.66,0.642,5,0.7661,1,0.0407,0.139,0,0.0652,0.943,0.8015,0.0623,4,0.1656,6,1,0
"El Paso",249,"4f8hBeMXMvssn6HtFAtblo",0.654,0.452,2,0.7101,1,0.03,0.835,0,0.16,0.691,0.4906,0.142,3,0.1837,11,1,0
"You Send Me",88,"4VijLEUxHEzbWKYL5u9wuN",0.513,0.303,3,0.6274,1,0.0374,0.57,0,0.0803,0.629,0.4734,0.0738,4,0.221,6,1,0
"Space - Live At The Jazz Workshop, Boston/1967",255,"6RtdWIfrkKncMM9McK3OT6",0.399,0.641,4,0.6346,0,0.0432,0.667,0.507,0.928,0.161,0.4998,0.2294,4,0.1858,9,0,0
"Watch Her Ride",258,"2cxkf523cgIg4kE8P7hflZ",0.458,0.631,7,0.6794,0,0.0537,0.565,2e-04,0.375,0.552,0.6028,0.0995,4,0.1461,8,1,0
"Oscillations",256,"0wwbxSLnXXws3sD0AKMfUT",0.492,0.553,9,0.734,1,0.0397,0.406,1e-04,0.163,0.431,0.5793,0.0847,4,0.1593,7,0,0
"Billy the Kid Suite: III. Mexican Dance and Finale",259,"2DlLMfTBwWYF04W2utj6BR",0.297,0.323,0,0.6209,1,0.0395,0.925,0.9,0.313,0.278,0.6495,0.0988,3,0.1198,11,0,0
"The Death Of Aki",166,"7yIIx42jeJrzEDWnq4K9fF",0.148,0.0889,9,0.4744,0,0.0342,0.892,0.925,0.109,0.0525,0.3682,0.1433,4,0.2347,10,0,0
"(Theme From) Valley Of The Dolls",264,"021O8Fvrww2EJB8220tgXo",0.23,0.273,5,0.6332,1,0.0352,0.871,0,0.059,0.0868,0.3446,0.1168,4,0.2622,10,1,0
"Deixa O Menino Brincar",125,"20cIjiSmt5IRmLvFgV3gXc",0.482,0.68,0,0.7752,1,0.0543,0.427,0,0.0765,0.879,0.6709,0.0654,4,0.17,7,0,0
"O Diamante Cor de Rosa - Versão remasterizada",269,"5Q40ASMrGNUv4vcdoKqSSH",0.317,0.23,9,0.6413,0,0.0316,0.146,0,0.158,0.199,0.3465,0.1043,4,0.1492,9,0,0
"Do Wah Diddy Diddy",270,"7ko2240lyr2DngGin6Fx37",0.661,0.557,4,0.7417,1,0.049,0.262,0,0.0557,0.957,0.577,0.0699,4,0.0939,7,1,0
"Flamenco Revolucionario",271,"1tqI8GRoyGsKij3nHmZCZg",0.668,0.253,4,0.6232,1,0.0438,0.914,0,0.102,0.404,0.4865,0.1421,4,0.1691,13,0,0
"Not So Sweet Martha Lorraine",274,"1JMJZYMdMY3Wl4WAAejSj6",0.525,0.374,4,0.6382,1,0.0346,0.331,0,0.0775,0.344,0.5074,0.1449,4,0.1512,14,1,0
"Oye Cómo Va",98,"2VU6lR5PVmUTXSca3pYI68",0.693,0.577,7,0.7759,1,0.0407,0.505,4e-04,0.101,0.87,0.5652,0.1516,4,0.1556,10,0,0
"Não Vá Se Perder Por Aí",277,"4fM2DdT03XruTYZfIvALUv",0.322,0.925,4,0.8489,1,0.196,0.487,0,0.34,0.596,0.7802,0.1027,4,0.1093,11,0,0
"Arietis - Remastered",278,"2rvlhyiUa082VRTa3OFgmh",0.462,0.475,2,0.6741,0,0.0366,0.538,1e-04,0.156,0.619,0.5612,0.2306,4,0.178,16,0,0
"Walkin' Back To Happiness",281,"3mNfU0psAm7h3s6Dn6i7SD",0.663,0.542,8,0.7288,1,0.0825,0.775,0,0.222,0.799,0.4489,0.0748,4,0.1426,5,1,0
"Don't You Care",282,"7qWwWg1oIczYhL3kVyabG3",0.41,0.566,6,0.6807,0,0.0443,0.0967,0,0.263,0.669,0.6534,0.0732,4,0.1457,9,1,0
"Big Boss Man",284,"4MAl5GecO9aspyQglkaRRO",0.683,0.803,5,0.662,0,0.175,0.486,0.0019,0.0567,0.803,0.4421,0.0878,4,0.1082,8,1,0
"Funky Street",285,"6uu9g2xpWSPda9SFPvrAmO",0.7,0.903,7,0.6676,1,0.12,0.71,0,0.23,0.853,0.691,0.0697,4,0.0979,10,1,0
"I Just Don't Understand",288,"2WDn3iq8xYWVEp8eCihT44",0.318,0.383,9,0.6619,0,0.0337,0.738,0.0013,0.176,0.632,0.5874,0.0807,3,0.0886,10,1,0
"Celebrated Walkin' Blues",289,"4oNnxT1kVOAcAYkt8gxXAS",0.509,0.341,7,0.6488,1,0.0654,0.519,0,0.0867,0.515,0.5981,0.3117,3,0.1262,26,0,0
"Along The Santa Fe Trail",193,"6ct6fBgnfwKtNG89n0sicT",0.414,0.29,1,0.6422,1,0.0339,0.77,2e-04,0.14,0.247,0.3765,0.0849,4,0.1767,7,0,0
"Life",294,"5Urq07KXG79DCGsEFRulmp",0.692,0.641,0,0.712,1,0.0603,0.265,5e-04,0.0642,0.848,0.5579,0.0932,4,0.0729,10,1,0
"He'll Have To Go",214,"5l3KQsETL44ZCNtuMrGJkz",0.526,0.26,5,0.6262,1,0.0319,0.855,4e-04,0.135,0.575,0.3617,0.1045,4,0.1765,11,1,0
"The trio - Il triello",6,"45pvbsb7O8aWz0KwMxfxE4",0.194,0.633,2,0.853,0,0.0338,0.542,0.766,0.194,0.148,0.4439,0.251,4,0.199,20,0,0
"Grazing In The Grass",298,"755QPhAgO1YSmbs8a9M9b9",0.595,0.857,1,0.7708,0,0.163,0.498,0,0.355,0.74,0.5871,0.089,4,0.1587,8,1,0
"House Of The Rising Sun",299,"7BY005dacJkbO6EPiOh2wb",0.295,0.584,9,0.775,0,0.0345,0.000385,0.218,0.0996,0.228,0.5391,0.1495,3,0.1856,12,1,0
"Where Do You Go",300,"5ElFQhsIMNNfCL24SXU53S",0.477,0.404,7,0.5877,1,0.0279,0.743,0,0.21,0.708,0.4825,0.1025,3,0.2093,10,1,0
"La fille du régiment / Act 2: C'en est donc fait, en mon sort va changer",172,"2aV97T7J3k4wU49bDtcQv9",0.256,0.122,8,0.5105,1,0.0721,0.971,3e-04,0.724,0.039,0.366,0.3621,4,0.2974,23,0,0
"Wear Your Love Like Heaven",86,"0NkqCdYDySVdBoeGs4Nywe",0.619,0.557,7,0.6884,0,0.0351,0.404,0,0.181,0.831,0.5339,0.072,4,0.0992,11,1,0
"Listen People",71,"4S0W8LNfBur0HguAqspGXf",0.482,0.315,9,0.7305,1,0.0374,0.806,0,0.331,0.409,0.5502,0.0738,4,0.1521,8,1,0
"Chove Chuva",125,"6mTfOxORhYlpnTvm7VrL6b",0.729,0.401,10,0.7155,1,0.0418,0.644,0,0.0757,0.549,0.6196,0.0952,4,0.1111,9,0,0
"A Day In The Life Of A Fool",307,"7nYBMEtMVLMAJQMpaQHULU",0.253,0.235,10,0.6406,0,0.0301,0.813,0.0754,0.114,0.219,0.7817,0.0689,4,0.0915,10,1,0
"Dear John C.",273,"2AsUAyuVajCMo15b2q171Y",0.33,0.35,10,0.5559,0,0.0427,0.66,0.0022,0.213,0.511,0.3088,0.1278,3,0.079,10,0,0
"Lovey Dovey Kinda Lovin'",308,"52FrlMkSp2fhtR5DRzg4AL",0.833,0.625,10,0.7714,0,0.0438,0.407,1e-04,0.0929,0.953,0.4952,0.0588,4,0.1252,7,1,0
"...And Then There Were Drums",309,"1fHHq3qHU8wpRKHzhojZ4a",0.588,0.672,11,0.547,0,0.0361,0.00256,0.745,0.145,0.801,0.561,0.0877,4,0.1407,8,1,0
"Ingrato Amor",136,"3rNTlIIKiozKrSHgypmzi5",0.458,0.102,4,0.6276,1,0.0349,0.92,0.0043,0.255,0.537,0.6635,0.0838,3,0.0737,10,0,0
"Summertime, Summertime",312,"3tafcDpA8uGHDLzRd4ZKQY",0.656,0.563,5,0.7718,1,0.0652,0.625,0,0.0521,0.966,0.94,0.0543,4,0.0757,8,1,0
"Rain",27,"48TNLcToLs8DWkdj5vYdiW",0.234,0.693,0,0.7409,1,0.0408,2.82e-05,0.899,0.442,0.541,0.4919,0.0935,4,0.2977,7,1,0
"He's So Fine",314,"2Bs1Lw9LX8hBm70t1iGdlh",0.558,0.633,7,0.849,1,0.0329,0.487,0,0.129,0.871,0.3335,0.0507,4,0.1252,6,1,0
"Only You Can Do It - Remastered",76,"2ZbZLhTV8oIKaCcFASquN9",0.626,0.597,0,0.7507,1,0.0432,0.695,0,0.125,0.902,0.5751,0.0873,4,0.1528,8,0,0
"Me Recordarás",120,"7BUZv6GsSS80O7P4WJuISA",0.644,0.288,0,0.6531,1,0.0298,0.825,8e-04,0.105,0.863,0.4858,0.0905,4,0.1866,9,0,0
"Dedicated To The One I Love",196,"1mFrjW8e8fuAOowlU3Q3Dr",0.396,0.452,7,0.7295,1,0.0326,0.814,0,0.192,0.307,0.475,0.0919,4,0.1266,9,1,0
"Lady",307,"6N0QR1bKO0a5OROLT0MWy1",0.336,0.379,9,0.6394,1,0.0376,0.895,1e-04,0.431,0.385,0.4244,0.0827,4,0.2199,8,1,0
"Where You're At",185,"3izWrSxDoTOTSPJcfShTXc",0.522,0.538,9,0.7359,0,0.0287,0.35,0.0022,0.15,0.755,0.5826,0.1004,4,0.062,11,0,0
"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": II. Romance. Andante",94,"0QjhqYzNnicAaYdXIZtqJY",0.28,0.0532,0,0.4538,1,0.0424,0.88,0.525,0.128,0.173,0.631,0.2238,4,0.1757,16,0,0
"How Many Teardrops",319,"3wVLgOY97gLsEGJzn0Uyxs",0.562,0.697,7,0.7284,1,0.0903,0.586,0,0.0822,0.808,0.6864,0.059,4,0.1376,8,1,0
"Il Mercenario (L' Arena)",6,"26wxSDPXZSAw5FF2s9HIQh",0.285,0.67,2,0.8093,1,0.0482,0.23,0.806,0.117,0.187,0.6296,0.1579,4,0.1606,12,0,0
"Like A Rolling Stone",322,"3AhXZa8sUQht0UEdBJgpGc",0.483,0.721,0,0.772,1,0.032,0.729,0,0.189,0.562,0.4382,0.2107,4,0.1578,14,1,0
"Day Tripper",27,"29b2b96jozyD9GPCkOrVLs",0.665,0.782,6,0.7375,0,0.0307,0.12,0,0.125,0.731,0.6323,0.0858,4,0.1165,8,1,0
"Five Brothers",249,"39kqEgevkI3UxStWdR2cfR",0.634,0.414,1,0.6572,1,0.0611,0.75,0,0.164,0.565,0.594,0.0626,4,0.0855,8,1,0
"Angelica",23,"2u8lxnnsaMVhHScNWKC1MT",0.277,0.36,9,0.5601,1,0.0333,0.574,0,0.569,0.351,0.505,0.1296,4,0.1281,13,0,0
"Rajaavin Paarvai",5,"5GAwz2n27u7WrJpTJLgVfJ",0.495,0.241,0,0.5917,1,0.039,0.963,0.244,0.44,0.476,0.4731,0.162,4,0.0773,16,0,0
"Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition",278,"4N6JkrGD78eLooaTDmwo9s",0.418,0.227,4,0.5845,0,0.0379,0.912,0.822,0.0956,0.21,0.4765,0.2268,4,0.1458,15,0,0
"The More I See You",326,"2FqVUZc8DSxibYFtTiOI26",0.716,0.412,3,0.6593,1,0.0354,0.869,0,0.0624,0.51,0.5715,0.0827,4,0.1305,8,1,0
"Échame a Mí la Culpa",190,"4QJsxMItrRbvn05gGuf0CZ",0.36,0.124,5,0.5753,1,0.0524,0.708,0,0.26,0.342,0.3941,0.0996,4,0.1459,10,0,0
"Le tourbillon",329,"2PIGvb6Qdl9PQXmnqhbCaQ",0.606,0.236,3,0.6669,1,0.137,0.875,0,0.123,0.589,0.6911,0.0601,3,0.0727,11,0,0
"Time",135,"7duFyBg8iBNpZQ2bFjvdUk",0.584,0.229,10,0.5269,1,0.0344,0.88,0.0428,0.111,0.736,0.508,0.1074,4,0.18,10,1,0
"4 Dance Episodes from Rodeo: IV. Hoe Down",259,"4MlV18v1ykCmP4HMpojqKl",0.371,0.495,2,0.6738,1,0.0362,0.887,0.926,0.178,0.316,0.6171,0.0965,4,0.1305,11,0,0
"Cathy's Clown",20,"1MA9StLzlFftLbuqOmoWij",0.498,0.582,7,0.7262,1,0.0339,0.412,0,0.372,0.866,0.5511,0.0703,4,0.1011,9,1,0
"A Man And The Blues",331,"5vbw9boDHRHLZiv90e2ZVx",0.504,0.212,0,0.5582,1,0.0408,0.893,0.22,0.0817,0.233,0.4997,0.2191,4,0.1358,17,0,0
"Maria (Me Perdoa Maria)",78,"2HUm3TBjt5tpTqLlukmZLm",0.247,0.135,4,0.5369,0,0.03,0.828,5e-04,0.151,0.194,0.4068,0.0785,3,0.0962,9,0,0
"Somebody To Love",258,"4uGIJG1jYFonGc4LGp5uQL",0.504,0.578,4,0.7189,1,0.031,0.408,0,0.321,0.654,0.6091,0.0895,4,0.106,9,1,0
"Wonderful Summer",334,"7nSyzFpoLZUds8P6387E3Y",0.534,0.384,1,0.6734,1,0.0283,0.772,0,0.207,0.374,0.468,0.0733,4,0.0671,9,1,0
"Carnival of the Animals, R. 125: The Elephant",335,"0XxJCgsv3Qpd2KS7pObC6W",0.498,0.00733,10,0.1556,1,0.0404,0.991,0.885,0.156,0.167,0.5549,0.0319,3,0.2153,5,0,0
"Before And After",336,"66ark8uqwtus4LkRSTn8UG",0.506,0.41,11,0.7141,0,0.0275,0.261,0,0.178,0.487,0.4789,0.0797,4,0.0789,11,1,0
"Billy the Kid Suite: IV. Prairie Night. Card Game at Night",259,"2dYgELSCD36ZrZvj2G2KHR",0.15,0.0309,5,0.305,0,0.0441,0.966,0.945,0.114,0.0422,0.3672,0.1005,3,0.2803,9,0,0
"I Don't Want To Cry",311,"0jHpO6NhB35tEjRgwcvPLA",0.376,0.504,0,0.7156,1,0.0372,0.368,0,0.162,0.625,0.6476,0.0675,4,0.1596,6,1,0
"The James Bond Theme",339,"2hLB8P5TOz1lr7IzRCkXyi",0.514,0.25,5,0.5658,0,0.0519,0.945,0.919,0.112,0.567,0.4558,0.0797,3,0.0808,9,1,0
"Desesperadamente",341,"79d6zoi5I9tK1J2jb3Klfm",0.508,0.403,8,0.6583,1,0.0381,0.825,0,0.347,0.652,0.5208,0.0614,4,0.1374,8,0,0
"Subterranean Homesick Blues",322,"6k9DUKMJpWvu6eFG3O64Lg",0.576,0.727,4,0.7044,0,0.05,0.702,0,0.324,0.751,0.7997,0.0686,4,0.1501,6,1,0
"Never Comes The Day",194,"3jTVFIyNFqQmgniYhKfFqW",0.281,0.418,7,0.6799,1,0.0307,0.625,0.0105,0.462,0.18,0.49,0.1572,4,0.0739,13,1,0
"Little Boxes",342,"4VJrTc5QPr13zgkwxaTjjN",0.775,0.194,5,0.5555,1,0.0731,0.941,0.0069,0.195,0.783,0.5555,0.0521,3,0.1144,7,1,0
"The Face of the Bass",343,"2LyNWKPE6q4MUmQwPWc556",0.526,0.17,0,0.5064,1,0.0918,0.556,0.473,0.0802,0.302,0.4407,0.2407,4,0.0983,15,0,0
"Sorry Suzanne",344,"5mLqHfJcDSfJo31eWVFyjF",0.635,0.524,0,0.6655,1,0.0304,0.0515,0,0.17,0.914,0.57,0.0929,4,0.1964,10,1,0
"Mercy, Mercy, Mercy",346,"6NF8MZ2trxckVBr82pyyPt",0.544,0.425,10,0.6988,1,0.0346,0.719,0.0186,0.964,0.348,0.3884,0.1756,4,0.1204,16,1,0
"O Velho Homem do Mar - Versão remasterizada",269,"4Kr0Q5hCsj6hCAYrh1m4x8",0.672,0.435,6,0.7025,1,0.0304,0.304,1e-04,0.186,0.628,0.4509,0.0524,4,0.0841,7,0,0
"Stand By Your Man",347,"6xatfNMI8NkY5XxRHAeiS4",0.517,0.246,9,0.6609,1,0.0308,0.788,0.001,0.133,0.525,0.4841,0.0801,4,0.1425,9,1,0
"In Epiphania Domini. Graduale: Omnes de Saba, V Mode",22,"3U9BUQEfsnT1fAinuT1B5A",0.185,0.0851,7,0.4328,0,0.0516,0.986,0.693,0.146,0.038,0.3581,0.138,1,0.2734,12,0,0
"Walk Away Renee",350,"4wfK7KMFTFMNDDfKDe1aWi",0.474,0.436,9,0.6669,1,0.0284,0.254,0,0.294,0.588,0.5442,0.082,4,0.0906,9,1,0
"Badge",351,"08xsXR637CEqbxJmpFcuSA",0.596,0.575,4,0.6121,0,0.04,0.449,1e-04,0.0839,0.745,0.4948,0.0831,4,0.1283,6,1,0
"Winter Song",353,"0c2vo7msMRXMWua5oCQ7y6",0.415,0.14,5,0.597,1,0.0858,0.989,0.0842,0.128,0.491,0.827,0.1033,3,0.0871,10,0,0
"Madama Butterfly, Act II: Un bel dì vedremo (Butterfly)",24,"1ZYWWz6ADzrCazzGFWbOOf",0.155,0.187,6,0.6225,1,0.046,0.984,0.0033,0.0888,0.0663,0.2756,0.1524,4,0.0822,13,0,0
"Leopard-Skin Pill-Box Hat",322,"6aeOSY6fPsvGTzyXi65pNY",0.572,0.593,2,0.7331,1,0.0321,0.304,0,0.106,0.968,0.4484,0.1277,4,0.1136,13,1,0
"Bally Mena",102,"5vORdDGQ6CKmkTGzdj9I90",0.493,0.189,4,0.6208,1,0.0298,0.898,0,0.149,0.507,0.4497,0.1094,4,0.0868,11,0,0
"I Apologize",359,"6oYXOWb4Cf3frnvOREtISE",0.277,0.31,7,0.69,1,0.0286,0.474,1e-04,0.107,0.328,0.7842,0.0898,4,0.1593,7,1,0
"Vereda Tropical",341,"2zgjRD00xN9nTGuej8TcuH",0.517,0.342,9,0.6536,1,0.0337,0.891,0,0.168,0.282,0.5185,0.0868,4,0.264,8,0,0
"Sobre Las Olas",136,"22tiIfxAVT1RvJL1ItjMWS",0.487,0.385,10,0.7342,1,0.0372,0.746,0,0.114,0.413,0.2227,0.1103,4,0.3288,5,0,0
"Lucille",20,"5C9ZW69WIoyEGg7QGJaIWI",0.522,0.672,0,0.6417,1,0.0393,0.479,6e-04,0.0853,0.965,0.5711,0.0753,4,0.2836,6,1,0
"Confession au clair de lune",329,"6q0d2dr9BVMvoHMU3TF1UU",0.122,0.165,4,0.5884,0,0.0393,0.983,0.832,0.117,0.0583,0.3156,0.1429,4,0.103,13,0,0
"Qué Saco Rogar al Cielo",53,"0ULwvn4QmQPpN5jUFgr60Z",0.587,0.132,5,0.6464,0,0.0373,0.991,0.0136,0.109,0.525,0.5246,0.0983,4,0.1214,12,0,0
"Hurdy Gurdy Man",86,"7AL6qzIDHIX7pEUWrzNiIs",0.405,0.463,0,0.5709,1,0.0542,0.00379,0.0442,0.392,0.542,0.3655,0.101,4,0.0972,9,1,0
"I Wanna Be Around",41,"1smChL3Aq1U9DZA83LuDtp",0.498,0.266,10,0.63,1,0.0348,0.768,0,0.0828,0.376,0.3202,0.0623,4,0.1953,6,1,0
"La fille du régiment / Act 1: Le camarade est amoureux!",172,"7pC8Y9bIyyTVtZlxexofjA",0.41,0.278,5,0.608,1,0.0486,0.964,0.0295,0.151,0.336,0.6012,0.1711,4,0.1866,12,0,0
"Zamba del ""Che""",53,"49M7vmWBb14WFH7dYxHEbb",0.482,0.401,3,0.6463,0,0.0822,0.854,0,0.0971,0.276,0.6925,0.1176,4,0.1145,11,0,0
"Two Weeks Since You've Gone",23,"5ljpyeiIsS4jox4B0CiJb6",0.25,0.159,9,0.5583,0,0.0329,0.922,0,0.373,0.187,0.3582,0.0832,5,0.1135,10,0,0
"The Unknown Soldier",73,"78JYtz4yOPqAEgZZc3SBLT",0.461,0.367,2,0.6209,1,0.104,0.291,0.0216,0.366,0.671,0.5323,0.1058,4,0.225,7,1,0
"Allá en el Baile Grande",369,"6j8vimqDs0pfRpy3gf95JO",0.788,0.521,8,0.7228,1,0.0366,0.249,0,0.125,0.916,0.5327,0.0645,4,0.1454,8,0,0
"I'm Gonna Make You Mine",319,"4CjLp84JmIqzInzYxYZoAS",0.703,0.722,4,0.7798,1,0.035,0.565,0,0.28,0.973,0.5768,0.0817,4,0.1023,11,1,0
"Talk Talk",375,"3J9VPVRnoqyF0keO1nReTz",0.684,0.864,1,0.772,1,0.0461,0.0384,2e-04,0.107,0.841,0.4923,0.0542,4,0.0787,7,1,0
"Air",377,"4TAvzGjkslzvEFjCQUS5vA",0.477,0.361,2,0.5292,1,0.0441,0.782,1e-04,0.131,0.387,0.3597,0.3075,4,0.0816,21,0,0
"Amazon",379,"4kje2h9dy1jHUqucGIAS6j",0.579,0.489,4,0.5646,0,0.0297,0.694,0.238,0.111,0.924,0.6529,0.0743,4,0.0788,10,0,0
"Don't Come Knockin'",380,"7rtkJqHIA5i5kcPnMzzBMp",0.417,0.41,10,0.6584,1,0.0369,0.305,4e-04,0.11,0.954,0.7929,0.0538,4,0.1375,6,1,0
"Babarabatiri - Live In Puerto Rico / 1963",98,"0zrktwkID2FyITcV7k2l0O",0.632,0.925,0,0.8084,1,0.0751,0.733,1e-04,0.274,0.857,0.464,0.1205,4,0.114,12,0,0
"Luzia Luluza",78,"06Wi6r0WuJcnTusMM3naJs",0.328,0.385,4,0.6605,1,0.0361,0.784,0.0016,0.913,0.462,0.5562,0.1316,3,0.1252,14,0,0
"Piano Sonata No. 2 in A Major, Op. 2 No. 2: II. Largo appassionato",381,"1qwGxmlahv2xr2zp5bHZYg",0.525,0.0084,2,0.2151,1,0.0891,0.995,0.958,0.0946,0.22,0.5774,0.3063,4,0.1831,24,0,0
"Lo Siento por Ti",136,"4eKnWi5HOgT7olLl28qISr",0.559,0.429,5,0.7869,1,0.0271,0.54,0,0.147,0.791,0.4783,0.0713,4,0.1517,6,0,0
"Negrura",265,"3Zl84mwg8DQSi3HM9WRy01",0.602,0.578,3,0.7846,1,0.0309,0.782,0,0.252,0.885,0.5234,0.078,4,0.1146,6,0,0
"Time Of The Season",387,"5AJrhrwz4oSZX2PwwV4qrN",0.537,0.7,4,0.7717,0,0.0366,0.142,0,0.383,0.695,0.5387,0.1138,4,0.151,8,1,0
"La joueuse",129,"1WylHc1GvLSILDhFX8iuyG",0.535,0.235,10,0.6443,1,0.0278,0.874,0,0.135,0.28,0.3959,0.0515,4,0.0682,6,0,0
"Boys Are Boys and Girls Are Choice",390,"1k8TPFg7q2sXRWIWSxyCgK",0.633,0.94,0,0.7523,1,0.127,0.403,0.0013,0.0742,0.619,0.5305,0.0338,4,0.1422,6,0,0
"Greenfields",391,"7LAsDdinXejDwodvelVVTa",0.466,0.125,11,0.4791,0,0.0372,0.863,0,0.121,0.338,0.5126,0.0939,1,0.1477,10,1,0
"Tip-Toe Thru' The Tulips With Me",393,"1Vchex0xowRj9k59RLvRfo",0.588,0.165,4,0.4867,1,0.0498,0.97,1e-04,0.206,0.605,0.6254,0.0496,4,0.1262,6,1,0
"Little Sister",284,"5jRnmQJAwBbtikNcvYbp3B",0.602,0.619,9,0.6661,1,0.0768,0.434,0,0.364,0.902,0.6421,0.0749,4,0.1236,8,1,0
"I Thank You",395,"0c2Gc3qrijvGkr0mZ8iKxq",0.818,0.363,10,0.6072,0,0.163,0.358,0,0.117,0.804,0.5426,0.089,4,0.1735,9,1,0
"I Love How You Love Me",152,"3NQbjpaVxHz5s8ZIUtRAhu",0.211,0.259,6,0.687,1,0.0296,0.43,0,0.114,0.224,0.3366,0.0731,3,0.1273,9,1,0
"That Girl Belongs To Yesterday",132,"6NssDwHnosForAnJZyM6p3",0.529,0.484,2,0.6255,1,0.0411,0.392,0.0065,0.349,0.72,0.5619,0.0867,4,0.1164,9,1,0
"West Side Story: Act II: Somewhere",189,"7DhQXwTYALJHMqoYaVaTFg",0.229,0.0642,3,0.5778,1,0.0373,0.876,1e-04,0.0946,0.0789,0.4457,0.0579,4,0.1872,5,0,0
"The Ecstasy of Gold (From ""The Good, the Bad and the Ugly"")",6,"6m4HWTYMRSJkaUuvXTaNmE",0.138,0.712,0,0.8057,1,0.069,0.746,0.773,0.0714,0.133,0.4594,0.107,4,0.1217,9,0,0
"Vagabundear",35,"0qtoXIjo8qs2FT8WO6lUAI",0.568,0.733,10,0.7872,1,0.0367,0.441,0,0.218,0.907,0.6156,0.0791,3,0.1195,7,0,0
"Hang On Sloopy",396,"0i7O5MtSTXvR4BEY7stpjF",0.764,0.516,7,0.6586,1,0.0334,0.167,0,0.0723,0.936,0.5302,0.1249,4,0.0999,11,1,0
"Baby Love",37,"5uES1C2NgkdrNHiCwf9jRr",0.595,0.643,5,0.7194,1,0.0365,0.76,0,0.538,0.73,0.6239,0.079,4,0.0988,12,1,0
"Mr Bumble",75,"484Dsk53n7WqxvWZqhmX0x",0.435,0.656,0,0.7853,1,0.0931,0.826,0.842,0.207,0.571,0.6024,0.0717,4,0.2217,7,0,0
"Cultura E Civilizacao",403,"0ZJGH0aJWdaQdeP6Np8vg6",0.415,0.619,10,0.693,0,0.173,0.0919,0.0019,0.251,0.842,0.7916,0.1419,4,0.1537,13,0,0
"Chega De Saudade",7,"6qHr8eoiiBi5n8J9YuN1wH",0.679,0.281,2,0.5334,1,0.0399,0.507,0.152,0.332,0.658,0.665,0.1422,4,0.1639,9,0,0
"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",404,"4vi9pBR7yJhBzGaNu0k1gj",0.374,0.00526,7,0.1533,1,0.0533,0.996,0.912,0.0735,0.386,0.3211,0.0388,4,0.1564,5,0,0
"Amor En Sombras",136,"4Cw2Kztoxx87fFnkCdPqu4",0.556,0.337,4,0.7861,0,0.0288,0.351,0,0.225,0.664,0.4692,0.0907,4,0.1429,11,0,0
"Ruby Tuesday",405,"4hupcimlg3UBbW1kAQ6vrT",0.524,0.553,0,0.6873,1,0.0292,0.831,0,0.174,0.517,0.481,0.1029,4,0.074,10,1,0
"In Nativitate Domini, Ad Missam In Die. Introitus: Puer Natus Est Nobis, VIII Mode",22,"1kN5aiPOZhcjansh6fxnKn",0.198,0.0972,11,0.46,0,0.0479,0.985,0.47,0.119,0.0398,0.6779,0.1022,3,0.1867,8,0,0
"Paloma Errante",136,"3upP4YmL87dinVp5Opt7p6",0.554,0.559,9,0.83,1,0.032,0.78,0,0.0146,0.871,0.5228,0.0998,4,0.1716,10,0,0
"18 - 39",406,"2bk0KSjfpq6k0PVtUkp1fJ",0.702,0.704,9,0.6983,1,0.181,0.0664,0,0.225,0.816,0.5358,0.0791,4,0.2029,7,0,0
"You Keep Me Hangin' On",37,"4a01ClusxuZiloOK5UgLUn",0.682,0.612,8,0.7684,0,0.0381,0.284,0,0.0783,0.845,0.5872,0.0823,4,0.1867,8,1,0
"Poet and Peasant: Overture",408,"5K4Y4L6xffI9Zd4EbTxiiu",0.223,0.187,2,0.6382,1,0.0482,0.881,0.654,0.107,0.227,0.3765,0.3318,4,0.1225,24,0,0
"Ready Or Not Here I Come (Can't Hide From Love)",251,"5RnlUyTKgmd7V6tXdQcKVK",0.552,0.636,3,0.7854,1,0.0338,0.304,0,0.153,0.663,0.3813,0.055,4,0.1225,7,1,0
"Abilene",409,"5bA26v8eeZrbHJpD4YPKAX",0.63,0.448,5,0.5957,1,0.0271,0.445,0,0.271,0.753,0.4785,0.0636,4,0.288,4,1,0
"Bonita - 1966 Version",7,"4hIkFskdnjGMunCazPggBP",0.29,0.339,0,0.5319,1,0.0344,0.783,0.0056,0.228,0.583,0.3774,0.0897,4,0.2678,8,0,0
"La condanna - Remastered",6,"5Lv3BetesdK07GNYQ93LD8",0.236,0.23,4,0.4992,0,0.038,0.913,0.913,0.104,0.114,0.8248,0.0271,4,0.1275,5,0,0
"Spinning Wheel",411,"0spSRHFS4zF4Imvz9sJcfL",0.695,0.503,7,0.7186,1,0.0605,0.315,0,0.261,0.542,0.4454,0.1345,4,0.1884,10,1,0
