"track","artist","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","chorus_hit","sections","target","explicit"
"El Paso",249,"4f8hBeMXMvssn6HtFAtblo",0.654,0.452,2,-9.709,1,0.03,0.835,2.89e-05,0.16,0.691,106.662,259307,3,48.24968,11,1,0
"You Send Me",88,"4VijLEUxHEzbWKYL5u9wuN",0.513,0.303,3,-13.547,1,0.0374,0.57,0,0.0803,0.629,102.905,149627,4,58.03597,6,1,0
"Space - Live At The Jazz Workshop, Boston/1967",255,"6RtdWIfrkKncMM9McK3OT6",0.399,0.641,4,-13.212,0,0.0432,0.667,0.507,0.928,0.161,108.661,399640,4,48.78412,9,0,0
"Watch Her Ride",258,"2cxkf523cgIg4kE8P7hflZ",0.458,0.631,7,-11.133,0,0.0537,0.565,0.000225,0.375,0.552,131.047,191027,4,38.35864,8,1,0
"Oscillations",256,"0wwbxSLnXXws3sD0AKMfUT",0.492,0.553,9,-8.6,1,0.0397,0.406,0.000105,0.163,0.431,125.936,167200,4,41.83671,7,0,0
"Billy the Kid Suite: III. Mexican Dance and Finale",259,"2DlLMfTBwWYF04W2utj6BR",0.297,0.323,0,-13.847,1,0.0395,0.925,0.9,0.313,0.278,141.199,189893,3,31.46519,11,0,0
"The Death Of Aki",166,"7yIIx42jeJrzEDWnq4K9fF",0.148,0.0889,9,-20.646,0,0.0342,0.892,0.925,0.109,0.0525,80.05,261293,4,61.64189,10,0,0
"(Theme From) Valley Of The Dolls",264,"021O8Fvrww2EJB8220tgXo",0.23,0.273,5,-13.277,1,0.0352,0.871,2.21e-06,0.059,0.0868,74.919,218840,4,68.85434,10,1,0
"Deixa O Menino Brincar",125,"20cIjiSmt5IRmLvFgV3gXc",0.482,0.68,0,-6.689,1,0.0543,0.427,0,0.0765,0.879,145.853,136267,4,44.64307,7,0,0
"O Diamante Cor de Rosa - Versão remasterizada",269,"5Q40ASMrGNUv4vcdoKqSSH",0.317,0.23,9,-12.902,0,0.0316,0.146,0,0.158,0.199,75.32,198733,4,39.17834,9,0,0
"Do Wah Diddy Diddy",270,"7ko2240lyr2DngGin6Fx37",0.661,0.557,4,-8.244,1,0.049,0.262,0,0.0557,0.957,125.445,143400,4,24.65931,7,1,0
"Flamenco Revolucionario",271,"1tqI8GRoyGsKij3nHmZCZg",0.668,0.253,4,-13.742,1,0.0438,0.914,0,0.102,0.404,105.767,259506,4,44.3987,13,0,0
"Not So Sweet Martha Lorraine",274,"1JMJZYMdMY3Wl4WAAejSj6",0.525,0.374,4,-13.045,1,0.0346,0.331,0,0.0775,0.344,110.305,264000,4,39.71689,14,1,0
"Oye Cómo Va",98,"2VU6lR5PVmUTXSca3pYI68",0.693,0.577,7,-6.657,1,0.0407,0.505,0.000397,0.101,0.87,122.869,274751,4,40.86194,10,0,0
"Não Vá Se Perder Por Aí",277,"4fM2DdT03XruTYZfIvALUv",0.322,0.925,4,-3.266,1,0.196,0.487,0,0.34,0.596,169.618,196053,4,28.70272,11,0,0
"Arietis - Remastered",278,"2rvlhyiUa082VRTa3OFgmh",0.462,0.475,2,-11.381,0,0.0366,0.538,0.000103,0.156,0.619,122.005,401560,4,46.73581,16,0,0
"Walkin' Back To Happiness",281,"3mNfU0psAm7h3s6Dn6i7SD",0.663,0.542,8,-8.842,1,0.0825,0.775,0,0.222,0.799,97.581,151293,4,37.45653,5,1,0
"Don't You Care",282,"7qWwWg1oIczYhL3kVyabG3",0.41,0.566,6,-11.073,0,0.0443,0.0967,0,0.263,0.669,142.037,148800,4,38.26931,9,1,0
"Big Boss Man",284,"4MAl5GecO9aspyQglkaRRO",0.683,0.803,5,-11.94,0,0.175,0.486,0.00187,0.0567,0.803,96.109,172147,4,28.42363,8,1,0
"Funky Street",285,"6uu9g2xpWSPda9SFPvrAmO",0.7,0.903,7,-11.68,1,0.12,0.71,2.61e-06,0.23,0.853,150.224,143133,4,25.72195,10,1,0
"I Just Don't Understand",288,"2WDn3iq8xYWVEp8eCihT44",0.318,0.383,9,-11.943,0,0.0337,0.738,0.0013,0.176,0.632,127.699,160813,3,23.27613,10,1,0
"Celebrated Walkin' Blues",289,"4oNnxT1kVOAcAYkt8gxXAS",0.509,0.341,7,-12.555,1,0.0654,0.519,1.31e-05,0.0867,0.515,130.023,531960,3,33.15027,26,0,0
"Along The Santa Fe Trail",193,"6ct6fBgnfwKtNG89n0sicT",0.414,0.29,1,-12.859,1,0.0339,0.77,0.000227,0.14,0.247,81.853,167480,4,46.41523,7,0,0
"Life",294,"5Urq07KXG79DCGsEFRulmp",0.692,0.641,0,-9.621,1,0.0603,0.265,0.000473,0.0642,0.848,121.276,180933,4,19.1357,10,1,0
"He'll Have To Go",214,"5l3KQsETL44ZCNtuMrGJkz",0.526,0.26,5,-13.6,1,0.0319,0.855,0.000406,0.135,0.575,78.626,199093,4,46.34882,11,1,0
"The trio - Il triello",6,"45pvbsb7O8aWz0KwMxfxE4",0.194,0.633,2,-3.078,0,0.0338,0.542,0.766,0.194,0.148,96.504,434387,4,52.24879,20,0,0
"Grazing In The Grass",298,"755QPhAgO1YSmbs8a9M9b9",0.595,0.857,1,-6.89,0,0.163,0.498,0,0.355,0.74,127.629,174080,4,41.68343,8,1,0
"House Of The Rising Sun",299,"7BY005dacJkbO6EPiOh2wb",0.295,0.584,9,-6.696,0,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280,3,48.7407,12,1,0
"Where Do You Go",300,"5ElFQhsIMNNfCL24SXU53S",0.477,0.404,7,-15.389,1,0.0279,0.743,4.74e-05,0.21,0.708,104.884,195867,3,54.95623,10,1,0
"La fille du régiment / Act 2: C'en est donc fait, en mon sort va changer",172,"2aV97T7J3k4wU49bDtcQv9",0.256,0.122,8,-18.97,1,0.0721,0.971,0.00026,0.724,0.039,79.571,613000,4,78.1079,23,0,0
"Wear Your Love Like Heaven",86,"0NkqCdYDySVdBoeGs4Nywe",0.619,0.557,7,-10.715,0,0.0351,0.404,0,0.181,0.831,116.065,146867,4,26.04004,11,1,0
"Listen People",71,"4S0W8LNfBur0HguAqspGXf",0.482,0.315,9,-8.763,1,0.0374,0.806,1.53e-06,0.331,0.409,119.614,149733,4,39.93153,8,1,0
"Chove Chuva",125,"6mTfOxORhYlpnTvm7VrL6b",0.729,0.401,10,-9.458,1,0.0418,0.644,0,0.0757,0.549,134.704,184093,4,29.17542,9,0,0
"A Day In The Life Of A Fool",307,"7nYBMEtMVLMAJQMpaQHULU",0.253,0.235,10,-12.934,0,0.0301,0.813,0.0754,0.114,0.219,169.935,141800,4,24.02949,10,1,0
"Dear John C.",273,"2AsUAyuVajCMo15b2q171Y",0.33,0.35,10,-16.862,0,0.0427,0.66,0.0022,0.213,0.511,67.141,236400,3,20.74597,10,0,0
"Lovey Dovey Kinda Lovin'",308,"52FrlMkSp2fhtR5DRzg4AL",0.833,0.625,10,-6.866,0,0.0438,0.407,0.000109,0.0929,0.953,107.659,125640,4,32.87923,7,1,0
"...And Then There Were Drums",309,"1fHHq3qHU8wpRKHzhojZ4a",0.588,0.672,11,-17.278,0,0.0361,0.00256,0.745,0.145,0.801,121.962,172067,4,36.95147,8,1,0
"Ingrato Amor",136,"3rNTlIIKiozKrSHgypmzi5",0.458,0.102,4,-13.536,1,0.0349,0.92,0.00425,0.255,0.537,144.248,165773,3,19.3423,10,0,0
"Summertime, Summertime",312,"3tafcDpA8uGHDLzRd4ZKQY",0.656,0.563,5,-6.844,1,0.0652,0.625,0,0.0521,0.966,204.346,118413,4,19.88117,8,1,0
"Rain",27,"48TNLcToLs8DWkdj5vYdiW",0.234,0.693,0,-8.277,1,0.0408,2.82e-05,0.899,0.442,0.541,106.933,181320,4,78.17383,7,1,0
"He's So Fine",314,"2Bs1Lw9LX8hBm70t1iGdlh",0.558,0.633,7,-3.265,1,0.0329,0.487,0,0.129,0.871,72.494,112520,4,32.87427,6,1,0
"Only You Can Do It - Remastered",76,"2ZbZLhTV8oIKaCcFASquN9",0.626,0.597,0,-7.823,1,0.0432,0.695,0,0.125,0.902,125.015,171427,4,40.12213,8,0,0
"Me Recordarás",120,"7BUZv6GsSS80O7P4WJuISA",0.644,0.288,0,-12.353,1,0.0298,0.825,0.000776,0.105,0.863,105.608,176587,4,49.00853,9,0,0
"Dedicated To The One I Love",196,"1mFrjW8e8fuAOowlU3Q3Dr",0.396,0.452,7,-8.809,1,0.0326,0.814,0,0.192,0.307,103.264,178733,4,33.25193,9,1,0
"Lady",307,"6N0QR1bKO0a5OROLT0MWy1",0.336,0.379,9,-12.99,1,0.0376,0.895,0.000102,0.431,0.385,92.255,164000,4,57.74347,8,1,0
"Where You're At",185,"3izWrSxDoTOTSPJcfShTXc",0.522,0.538,9,-8.509,0,0.0287,0.35,0.00219,0.15,0.755,126.659,192377,4,16.28307,11,0,0
"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": II. Romance. Andante",94,"0QjhqYzNnicAaYdXIZtqJY",0.28,0.0532,0,-21.6,1,0.0424,0.88,0.525,0.128,0.173,137.176,390707,4,46.13748,16,0,0
"How Many Teardrops",319,"3wVLgOY97gLsEGJzn0Uyxs",0.562,0.697,7,-8.859,1,0.0903,0.586,0,0.0822,0.808,149.215,125893,4,36.14649,8,1,0
"Il Mercenario (L' Arena)",6,"26wxSDPXZSAw5FF2s9HIQh",0.285,0.67,2,-5.107,1,0.0482,0.23,0.806,0.117,0.187,136.871,284773,4,42.16569,12,0,0
"Like A Rolling Stone",322,"3AhXZa8sUQht0UEdBJgpGc",0.483,0.721,0,-6.836,1,0.032,0.729,0,0.189,0.562,95.261,369600,4,41.44029,14,1,0
"Day Tripper",27,"29b2b96jozyD9GPCkOrVLs",0.665,0.782,6,-8.438,0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,169000,4,30.58847,8,1,0
"Five Brothers",249,"39kqEgevkI3UxStWdR2cfR",0.634,0.414,1,-12.165,1,0.0611,0.75,0,0.164,0.565,129.137,131667,4,22.46603,8,1,0
"Angelica",23,"2u8lxnnsaMVhHScNWKC1MT",0.277,0.36,9,-16.67,1,0.0333,0.574,0,0.569,0.351,109.777,239413,4,33.64309,13,0,0
"Rajaavin Paarvai",5,"5GAwz2n27u7WrJpTJLgVfJ",0.495,0.241,0,-15.202,1,0.039,0.963,0.244,0.44,0.476,102.86,291413,4,20.28734,16,0,0
"Weaver Of Dreams - Remastered 2003/Rudy Van Gelder Edition",278,"4N6JkrGD78eLooaTDmwo9s",0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,395560,4,38.29647,15,0,0
"The More I See You",326,"2FqVUZc8DSxibYFtTiOI26",0.716,0.412,3,-12.064,1,0.0354,0.869,0,0.0624,0.51,124.251,163920,4,34.27131,8,1,0
"Échame a Mí la Culpa",190,"4QJsxMItrRbvn05gGuf0CZ",0.36,0.124,5,-15.965,1,0.0524,0.708,0,0.26,0.342,85.672,191173,4,38.30617,10,0,0
"Le tourbillon",329,"2PIGvb6Qdl9PQXmnqhbCaQ",0.606,0.236,3,-11.715,1,0.137,0.875,0,0.123,0.589,150.251,127707,3,19.07962,11,0,0
"Time",135,"7duFyBg8iBNpZQ2bFjvdUk",0.584,0.229,10,-18.21,1,0.0344,0.88,0.0428,0.111,0.736,110.44,203747,4,47.28345,10,1,0
"4 Dance Episodes from Rodeo: IV. Hoe Down",259,"4MlV18v1ykCmP4HMpojqKl",0.371,0.495,2,-11.392,1,0.0362,0.887,0.926,0.178,0.316,134.157,186173,4,34.27121,11,0,0
"Cathy's Clown",20,"1MA9StLzlFftLbuqOmoWij",0.498,0.582,7,-8.961,1,0.0339,0.412,0,0.372,0.866,119.809,144013,4,26.54844,9,1,0
"A Man And The Blues",331,"5vbw9boDHRHLZiv90e2ZVx",0.504,0.212,0,-16.756,1,0.0408,0.893,0.22,0.0817,0.233,108.629,383200,4,35.65767,17,0,0
"Maria (Me Perdoa Maria)",78,"2HUm3TBjt5tpTqLlukmZLm",0.247,0.135,4,-17.745,0,0.03,0.828,0.00052,0.151,0.194,88.427,157240,3,25.26911,9,0,0
"Somebody To Love",258,"4uGIJG1jYFonGc4LGp5uQL",0.504,0.578,4,-9.302,1,0.031,0.408,0,0.321,0.654,132.411,174840,4,27.82932,9,1,0
"Wonderful Summer",334,"7nSyzFpoLZUds8P6387E3Y",0.534,0.384,1,-11.41,1,0.0283,0.772,3.46e-06,0.207,0.374,101.752,148927,4,17.61501,9,1,0
"Carnival of the Animals, R. 125: The Elephant",335,"0XxJCgsv3Qpd2KS7pObC6W",0.498,0.00733,10,-35.44,1,0.0404,0.991,0.885,0.156,0.167,120.64,82293,3,56.5425,5,0,0
"Before And After",336,"66ark8uqwtus4LkRSTn8UG",0.506,0.41,11,-9.521,0,0.0275,0.261,0,0.178,0.487,104.114,159133,4,20.7217,11,1,0
"Billy the Kid Suite: IV. Prairie Night. Card Game at Night",259,"2dYgELSCD36ZrZvj2G2KHR",0.15,0.0309,5,-28.506,0,0.0441,0.966,0.945,0.114,0.0422,79.831,192573,3,73.61833,9,0,0
"I Don't Want To Cry",311,"0jHpO6NhB35tEjRgwcvPLA",0.376,0.504,0,-9.454,1,0.0372,0.368,1.72e-06,0.162,0.625,140.794,139533,4,41.90095,6,1,0
"The James Bond Theme",339,"2hLB8P5TOz1lr7IzRCkXyi",0.514,0.25,5,-16.405,0,0.0519,0.945,0.919,0.112,0.567,99.083,159227,3,21.21126,9,1,0
"Desesperadamente",341,"79d6zoi5I9tK1J2jb3Klfm",0.508,0.403,8,-12.112,1,0.0381,0.825,0,0.347,0.652,113.22,129693,4,36.07832,8,0,0
"Subterranean Homesick Blues",322,"6k9DUKMJpWvu6eFG3O64Lg",0.576,0.727,4,-9.973,0,0.05,0.702,0,0.324,0.751,173.854,141293,4,39.4218,6,1,0
"Never Comes The Day",194,"3jTVFIyNFqQmgniYhKfFqW",0.281,0.418,7,-11.111,1,0.0307,0.625,0.0105,0.462,0.18,106.518,283693,4,19.41026,13,1,0
"Little Boxes",342,"4VJrTc5QPr13zgkwxaTjjN",0.775,0.194,5,-16.883,1,0.0731,0.941,0.00685,0.195,0.783,120.764,114773,3,30.05331,7,1,0
"The Face of the Bass",343,"2LyNWKPE6q4MUmQwPWc556",0.526,0.17,0,-19.159,1,0.0918,0.556,0.473,0.0802,0.302,95.812,417840,4,25.81718,15,0,0
"Sorry Suzanne",344,"5mLqHfJcDSfJo31eWVFyjF",0.635,0.524,0,-11.778,1,0.0304,0.0515,0,0.17,0.914,123.917,180307,4,51.58199,10,1,0
"Mercy, Mercy, Mercy",346,"6NF8MZ2trxckVBr82pyyPt",0.544,0.425,10,-10.231,1,0.0346,0.719,0.0186,0.964,0.348,84.443,313200,4,31.6202,16,1,0
"O Velho Homem do Mar - Versão remasterizada",269,"4Kr0Q5hCsj6hCAYrh1m4x8",0.672,0.435,6,-10.059,1,0.0304,0.304,0.000103,0.186,0.628,98.022,115240,4,22.07485,7,0,0
"Stand By Your Man",347,"6xatfNMI8NkY5XxRHAeiS4",0.517,0.246,9,-11.992,1,0.0308,0.788,0.00105,0.133,0.525,105.24,159760,4,37.42708,9,1,0
"In Epiphania Domini. Graduale: Omnes de Saba, V Mode",22,"3U9BUQEfsnT1fAinuT1B5A",0.185,0.0851,7,-22.575,0,0.0516,0.986,0.693,0.146,0.038,77.846,252813,1,71.80182,12,0,0
"Walk Away Renee",350,"4wfK7KMFTFMNDDfKDe1aWi",0.474,0.436,9,-11.715,1,0.0284,0.254,0,0.294,0.588,118.314,162907,4,23.79617,9,1,0
"Badge",351,"08xsXR637CEqbxJmpFcuSA",0.596,0.575,4,-14.254,0,0.04,0.449,0.000104,0.0839,0.745,107.573,164707,4,33.70329,6,1,0
"Winter Song",353,"0c2vo7msMRXMWua5oCQ7y6",0.415,0.14,5,-14.958,1,0.0858,0.989,0.0842,0.128,0.491,179.789,197093,3,22.8664,10,0,0
"Madama Butterfly, Act II: Un bel dì vedremo (Butterfly)",24,"1ZYWWz6ADzrCazzGFWbOOf",0.155,0.187,6,-13.774,1,0.046,0.984,0.00332,0.0888,0.0663,59.906,276040,4,21.59284,13,0,0
"Leopard-Skin Pill-Box Hat",322,"6aeOSY6fPsvGTzyXi65pNY",0.572,0.593,2,-8.639,1,0.0321,0.304,1.14e-06,0.106,0.968,97.475,236333,4,29.83211,13,1,0
"Bally Mena",102,"5vORdDGQ6CKmkTGzdj9I90",0.493,0.189,4,-13.853,1,0.0298,0.898,0,0.149,0.507,97.758,206890,4,22.79889,11,0,0
"I Apologize",359,"6oYXOWb4Cf3frnvOREtISE",0.277,0.31,7,-10.643,1,0.0286,0.474,5.6e-05,0.107,0.328,170.483,175400,4,41.84755,7,1,0
"Vereda Tropical",341,"2zgjRD00xN9nTGuej8TcuH",0.517,0.342,9,-12.332,1,0.0337,0.891,0,0.168,0.282,112.725,170600,4,69.31845,8,0,0
"Sobre Las Olas",136,"22tiIfxAVT1RvJL1ItjMWS",0.487,0.385,10,-8.592,1,0.0372,0.746,0,0.114,0.413,48.409,208347,4,86.34336,5,0,0
"Lucille",20,"5C9ZW69WIoyEGg7QGJaIWI",0.522,0.672,0,-12.882,1,0.0393,0.479,0.000584,0.0853,0.965,124.165,152067,4,74.47293,6,1,0
"Confession au clair de lune",329,"6q0d2dr9BVMvoHMU3TF1UU",0.122,0.165,4,-15.358,0,0.0393,0.983,0.832,0.117,0.0583,68.608,260640,4,27.04614,13,0,0
"Qué Saco Rogar al Cielo",53,"0ULwvn4QmQPpN5jUFgr60Z",0.587,0.132,5,-12.665,0,0.0373,0.991,0.0136,0.109,0.525,114.047,189000,4,31.88212,12,0,0
"Hurdy Gurdy Man",86,"7AL6qzIDHIX7pEUWrzNiIs",0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,193467,4,25.52554,9,1,0
"I Wanna Be Around",41,"1smChL3Aq1U9DZA83LuDtp",0.498,0.266,10,-13.425,1,0.0348,0.768,0,0.0828,0.376,69.601,131227,4,51.28333,6,1,0
"La fille du régiment / Act 1: Le camarade est amoureux!",172,"7pC8Y9bIyyTVtZlxexofjA",0.41,0.278,5,-14.448,1,0.0486,0.964,0.0295,0.151,0.336,130.698,306067,4,49.00655,12,0,0
"Zamba del ""Che""",53,"49M7vmWBb14WFH7dYxHEbb",0.482,0.401,3,-12.668,0,0.0822,0.854,3.64e-06,0.0971,0.276,150.554,220102,4,30.08093,11,0,0
"Two Weeks Since You've Gone",23,"5ljpyeiIsS4jox4B0CiJb6",0.25,0.159,9,-16.753,0,0.0329,0.922,6.89e-06,0.373,0.187,77.872,164840,5,29.79813,10,0,0
"The Unknown Soldier",73,"78JYtz4yOPqAEgZZc3SBLT",0.461,0.367,2,-13.85,1,0.104,0.291,0.0216,0.366,0.671,115.717,201107,4,59.09968,7,1,0
"Allá en el Baile Grande",369,"6j8vimqDs0pfRpy3gf95JO",0.788,0.521,8,-9.12,1,0.0366,0.249,9.68e-06,0.125,0.916,115.81,134699,4,38.19377,8,0,0
"I'm Gonna Make You Mine",319,"4CjLp84JmIqzInzYxYZoAS",0.703,0.722,4,-6.475,1,0.035,0.565,1.94e-05,0.28,0.973,125.396,162320,4,26.86431,11,1,0
"Talk Talk",375,"3J9VPVRnoqyF0keO1nReTz",0.684,0.864,1,-6.838,1,0.0461,0.0384,0.000233,0.107,0.841,107.028,118133,4,20.68042,7,1,0
"Air",377,"4TAvzGjkslzvEFjCQUS5vA",0.477,0.361,2,-18.104,1,0.0441,0.782,0.000117,0.131,0.387,78.191,525267,4,21.43155,21,0,0
"Amazon",379,"4kje2h9dy1jHUqucGIAS6j",0.579,0.489,4,-16.461,0,0.0297,0.694,0.238,0.111,0.924,141.932,150520,4,20.687,10,0,0
"Don't Come Knockin'",380,"7rtkJqHIA5i5kcPnMzzBMp",0.417,0.41,10,-12.107,1,0.0369,0.305,0.000423,0.11,0.954,172.378,117493,4,36.11071,6,1,0
"Babarabatiri - Live In Puerto Rico / 1963",98,"0zrktwkID2FyITcV7k2l0O",0.632,0.925,0,-5.148,1,0.0751,0.733,6.17e-05,0.274,0.857,100.875,224726,4,29.94239,12,0,0
"Luzia Luluza",78,"06Wi6r0WuJcnTusMM3naJs",0.328,0.385,4,-12.011,1,0.0361,0.784,0.00159,0.913,0.462,120.918,242560,3,32.86966,14,0,0
"Piano Sonata No. 2 in A Major, Op. 2 No. 2: II. Largo appassionato",381,"1qwGxmlahv2xr2zp5bHZYg",0.525,0.0084,2,-32.678,1,0.0891,0.995,0.958,0.0946,0.22,125.525,523333,4,48.09338,24,0,0
"Lo Siento por Ti",136,"4eKnWi5HOgT7olLl28qISr",0.559,0.429,5,-6.145,1,0.0271,0.54,2.58e-05,0.147,0.791,103.976,145613,4,39.83554,6,0,0
"Negrura",265,"3Zl84mwg8DQSi3HM9WRy01",0.602,0.578,3,-6.251,1,0.0309,0.782,3.59e-05,0.252,0.885,113.793,156493,4,30.08806,6,0,0
"Time Of The Season",387,"5AJrhrwz4oSZX2PwwV4qrN",0.537,0.7,4,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027,4,39.64598,8,1,0
"La joueuse",129,"1WylHc1GvLSILDhFX8iuyG",0.535,0.235,10,-12.764,1,0.0278,0.874,2.19e-06,0.135,0.28,86.058,113827,4,17.90503,6,0,0
"Boys Are Boys and Girls Are Choice",390,"1k8TPFg7q2sXRWIWSxyCgK",0.633,0.94,0,-7.749,1,0.127,0.403,0.00126,0.0742,0.619,115.328,85467,4,37.34952,6,0,0
"Greenfields",391,"7LAsDdinXejDwodvelVVTa",0.466,0.125,11,-20.428,0,0.0372,0.863,0,0.121,0.338,111.43,182027,1,38.77796,10,1,0
"Tip-Toe Thru' The Tulips With Me",393,"1Vchex0xowRj9k59RLvRfo",0.588,0.165,4,-20.076,1,0.0498,0.97,0.000117,0.206,0.605,135.958,110840,4,33.13377,6,1,0
"Little Sister",284,"5jRnmQJAwBbtikNcvYbp3B",0.602,0.619,9,-11.751,1,0.0768,0.434,0,0.364,0.902,139.6,151387,4,32.46582,8,1,0
"I Thank You",395,"0c2Gc3qrijvGkr0mZ8iKxq",0.818,0.363,10,-14.482,0,0.163,0.358,2.73e-05,0.117,0.804,117.962,174160,4,45.56043,9,1,0
"I Love How You Love Me",152,"3NQbjpaVxHz5s8ZIUtRAhu",0.211,0.259,6,-10.779,1,0.0296,0.43,1.68e-05,0.114,0.224,73.172,148600,3,33.42225,9,1,0
"That Girl Belongs To Yesterday",132,"6NssDwHnosForAnJZyM6p3",0.529,0.484,2,-13.635,1,0.0411,0.392,0.00646,0.349,0.72,122.156,170400,4,30.57694,9,1,0
"West Side Story: Act II: Somewhere",189,"7DhQXwTYALJHMqoYaVaTFg",0.229,0.0642,3,-15.848,1,0.0373,0.876,7.47e-05,0.0946,0.0789,96.901,124093,4,49.16744,5,0,0
"The Ecstasy of Gold (From ""The Good, the Bad and the Ugly"")",6,"6m4HWTYMRSJkaUuvXTaNmE",0.138,0.712,0,-5.271,1,0.069,0.746,0.773,0.0714,0.133,99.877,203067,4,31.95776,9,0,0
"Vagabundear",35,"0qtoXIjo8qs2FT8WO6lUAI",0.568,0.733,10,-6.133,1,0.0367,0.441,0,0.218,0.907,133.828,158227,3,31.38258,7,0,0
"Hang On Sloopy",396,"0i7O5MtSTXvR4BEY7stpjF",0.764,0.516,7,-12.099,1,0.0334,0.167,0,0.0723,0.936,115.255,231800,4,26.24199,11,1,0
"Baby Love",37,"5uES1C2NgkdrNHiCwf9jRr",0.595,0.643,5,-9.275,1,0.0365,0.76,0,0.538,0.73,135.633,158040,4,25.9394,12,1,0
"Mr Bumble",75,"484Dsk53n7WqxvWZqhmX0x",0.435,0.656,0,-6.219,1,0.0931,0.826,0.842,0.207,0.571,130.967,146373,4,58.22642,7,0,0
"Cultura E Civilizacao",403,"0ZJGH0aJWdaQdeP6Np8vg6",0.415,0.619,10,-10.5,0,0.173,0.0919,0.00194,0.251,0.842,172.087,259160,4,40.36562,13,0,0
"Chega De Saudade",7,"6qHr8eoiiBi5n8J9YuN1wH",0.679,0.281,2,-17.908,1,0.0399,0.507,0.152,0.332,0.658,144.565,259640,4,43.03297,9,0,0
"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",404,"4vi9pBR7yJhBzGaNu0k1gj",0.374,0.00526,7,-35.546,1,0.0533,0.996,0.912,0.0735,0.386,69.813,93387,4,41.0859,5,0,0
"Amor En Sombras",136,"4Cw2Kztoxx87fFnkCdPqu4",0.556,0.337,4,-6.181,0,0.0288,0.351,7.88e-06,0.225,0.664,102.013,176800,4,37.51731,11,0,0
"Ruby Tuesday",405,"4hupcimlg3UBbW1kAQ6vrT",0.524,0.553,0,-10.767,1,0.0292,0.831,0,0.174,0.517,104.578,196493,4,19.42081,10,1,0
"In Nativitate Domini, Ad Missam In Die. Introitus: Puer Natus Est Nobis, VIII Mode",22,"1kN5aiPOZhcjansh6fxnKn",0.198,0.0972,11,-21.315,0,0.0479,0.985,0.47,0.119,0.0398,147.372,195360,3,49.02366,8,0,0
"Paloma Errante",136,"3upP4YmL87dinVp5Opt7p6",0.554,0.559,9,-4.146,1,0.032,0.78,0,0.0146,0.871,113.66,191533,4,45.07047,10,0,0
"18 - 39",406,"2bk0KSjfpq6k0PVtUkp1fJ",0.702,0.704,9,-10.257,1,0.181,0.0664,0,0.225,0.816,116.491,158240,4,53.29203,7,0,0
"You Keep Me Hangin' On",37,"4a01ClusxuZiloOK5UgLUn",0.682,0.612,8,-7.004,0,0.0381,0.284,0,0.0783,0.845,127.647,163280,4,49.02718,8,1,0
"Poet and Peasant: Overture",408,"5K4Y4L6xffI9Zd4EbTxiiu",0.223,0.187,2,-13.047,1,0.0482,0.881,0.654,0.107,0.227,81.846,564307,4,32.16652,24,0,0
"Ready Or Not Here I Come (Can't Hide From Love)",251,"5RnlUyTKgmd7V6tXdQcKVK",0.552,0.636,3,-6.215,1,0.0338,0.304,2.32e-05,0.153,0.663,82.884,119467,4,32.17828,7,1,0
"Abilene",409,"5bA26v8eeZrbHJpD4YPKAX",0.63,0.448,5,-15.015,1,0.0271,0.445,1.43e-05,0.271,0.753,104.024,133333,4,75.63479,4,1,0
"Bonita - 1966 Version",7,"4hIkFskdnjGMunCazPggBP",0.29,0.339,0,-17.977,1,0.0344,0.783,0.00563,0.228,0.583,82.055,175200,4,70.33827,8,0,0
"La condanna - Remastered",6,"5Lv3BetesdK07GNYQ93LD8",0.236,0.23,4,-19.493,0,0.038,0.913,0.913,0.104,0.114,179.315,74693,4,33.47409,5,0,0
"Spinning Wheel",411,"0spSRHFS4zF4Imvz9sJcfL",0.695,0.503,7,-9.313,1,0.0605,0.315,2.47e-05,0.261,0.542,96.818,247267,4,49.47647,10,1,0
"Bloody Jack",2,"7B7VSgTVbnFCH5PFPT1uq5",0.655,0.513,5,-11.25,0,0.138,0.0679,0.0347,0.615,0.811,95.542,123747,4,36.85747,5,0,0
"Bird Food",343,"74ZDVhXBegMADxv0thqBpL",0.571,0.264,0,-16.709,1,0.0808,0.33,0.548,0.246,0.747,122.012,330960,3,41.70169,16,0,0
"Make The World Go Away",412,"6drEsDrLJEeRJwGwgPgmJU",0.213,0.213,1,-11.896,1,0.0345,0.882,3.16e-05,0.0633,0.519,206.983,161533,3,43.24703,9,1,0
"Por Que Llorar",136,"4QhAJlhWaxxZDht8Mb7yPW",0.583,0.286,6,-8.041,0,0.0258,0.635,0.000276,0.337,0.315,95.263,151267,4,36.73766,8,0,0
"Black And White",2,"7KmHVdey9cB6ITm229T6Jw",0.599,0.578,0,-10.635,1,0.0368,0.000253,0.11,0.309,0.848,101.974,128280,4,19.60934,9,0,0
